0 3848684
1 3854408
2 3851188
3 3840036
4 3840160
5 3840408
6 3843680
7 3847172
8 3847032
9 3847808
10 3847576
11 3847404
12 3847652
13 3847824
14 3849188
15 3848892
16 3849016
17 3848816
18 3849188
19 3849980
20 3850228
21 3852228
22 3852600
23 3853048
24 3852304
25 3852600
26 3852180
27 3852304
28 3854536
29 3849004
30 3849004
31 3854612
32 3850072
33 3850120
34 3850032
35 3850336
36 3850816
37 3850616
38 3853412
39 3852620
40 3852992
41 3853288
42 3853040
43 3852844
44 3864756
45 3868600
46 3829976
47 3830176
48 3831168
49 3831256
50 3831216
51 3831044
52 3838980
53 3853924
54 3837232
55 3836952
56 3837556
57 3827512
58 3827064
59 3826304
60 3827140
61 3827080
62 3834892
63 3845432
64 3850732
65 3864360
66 3882868
67 3912560
68 3923364
69 3929984
70 3916608
71 3923024
72 3922232
73 3936044
74 3944832
75 3945668
76 3945088
77 3954048
78 3972800
79 3975668
80 3965252
81 3963688
82 3959704
83 3951116
84 3952480
85 3964216
86 3963472
87 3980448
88 3998792
89 4008896
90 4027692
91 4044468
92 4047304
93 4047104
94 4051228
95 4064060
96 4030256
97 4005984
98 4009216
99 3902588
