0 3896268
1 3898444
2 3875132
3 3871888
4 3871268
5 3871392
6 3871192
7 3871516
8 3871516
9 3872184
10 3871812
11 3871392
12 3871640
13 3871812
14 3871812
15 3872136
16 3872260
17 3872060
18 3872184
19 3871888
20 3871268
21 3871812
22 3871812
23 3872260
24 3871888
25 3872060
26 3872308
27 3871888
28 3872136
29 3872680
30 3872432
31 3872260
32 3872260
33 3872556
34 3872432
35 3872260
36 3872392
37 3872440
38 3871852
39 3872796
40 3870780
41 3870580
42 3870580
43 3870904
44 3870904
45 3870580
46 3870308
47 3870548
48 3871152
49 3871200
50 3871324
51 3871028
52 3871276
53 3870952
54 3838092
55 3838664
56 3838664
57 3838588
58 3838588
59 3839936
60 3842880
61 3844276
62 3849096
63 3853092
64 3854504
65 3858024
66 3860132
67 3860316
68 3862316
69 3862736
70 3862984
71 3864920
72 3869260
73 3864472
74 3865216
75 3864796
76 3865044
77 3864472
78 3861248
79 3861820
80 3853016
81 3853436
82 3854056
83 3855032
84 3855248
85 3853140
86 3854304
87 3854272
88 3856736
89 3854924
90 3859016
91 3859432
92 3863648
93 3862780
94 3866176
95 3875244
96 3868368
97 3870920
98 3874688
99 3869464
