0 3888912
1 3889272
2 3886480
3 3887328
4 3887080
5 3887500
6 3887912
7 3888804
8 3888696
9 3880544
10 3880684
11 3882372
12 3882372
13 3882216
14 3878760
15 3884292
16 3879704
17 3882304
18 3881672
19 3882028
20 3881284
21 3881284
22 3882572
23 3882664
24 3886624
25 3841944
26 3841324
27 3850640
28 3863736
29 3855384
30 3845524
31 3844052
32 3849232
33 3877220
34 3892796
35 3893940
36 3894404
37 3894840
38 3894872
39 3895152
40 3897624
41 3902788
42 3894724
43 3894584
44 3891604
45 3892612
46 3893108
47 3893820
48 3894952
49 3847240
50 3846868
51 3854384
52 3857864
53 3858112
54 3858532
55 3858268
56 3865088
57 3865076
58 3887744
59 3900084
60 3905320
61 3905804
62 3906704
63 3906812
64 3908984
65 3912256
66 3913944
67 3916816
68 3919292
69 3922284
70 3916984
71 3916076
72 3916784
73 3917856
74 3918012
75 3918988
76 3920972
77 3922752
78 3923188
79 3924224
80 3924380
81 3924368
82 3924708
83 3916500
84 3913000
85 3910132
86 3914072
87 3914924
88 3914488
89 3915156
90 3917388
91 3919364
92 3921532
93 3928076
94 3924740
95 3924092
96 3921928
97 3928472
98 3932240
99 3930484
