0 3895496
1 3896724
2 3895236
3 3898192
4 3891744
5 3891776
6 3890304
7 3890644
8 3890752
9 3890892
10 3891296
11 3890756
12 3890832
13 3890508
14 3890880
15 3890584
16 3890212
17 3890260
18 3890584
19 3891080
20 3893376
21 3895456
22 3897720
23 3897688
24 3898524
25 3898944
26 3899068
27 3900260
28 3903592
29 3900184
30 3900012
31 3899748
32 3899252
33 3900152
34 3900168
35 3899872
36 3898880
37 3901408
38 3908724
39 3908644
40 3904832
41 3904756
42 3904880
43 3904460
44 3904460
45 3904632
46 3904632
47 3904368
48 3904460
49 3904508
50 3904632
51 3903964
52 3904088
53 3906368
54 3910336
55 3905204
56 3903716
57 3903724
58 3903764
59 3905576
60 3907884
61 3907684
62 3908352
63 3908552
64 3908412
65 3908472
66 3909464
67 3910160
68 3909896
69 3911944
70 3913308
71 3913136
72 3916236
73 3912688
74 3912936
75 3913632
76 3913260
77 3915168
78 3916408
79 3920948
80 3916236
81 3917028
82 3917524
83 3917476
84 3915492
85 3915788
86 3915788
87 3915740
88 3916236
89 3916904
90 3918284
91 3919584
92 3918236
93 3919028
94 3919028
95 3919724
96 3920096
97 3920128
98 3921756
99 3921460
