0 3873132
1 3875136
2 3876500
3 3875148
4 3861628
5 3860560
6 3870604
7 3861972
8 3865988
9 3866748
10 3829936
11 3830860
12 3830648
13 3830720
14 3832332
15 3837244
16 3832440
17 3834100
18 3834596
19 3835224
20 3835108
21 3845384
22 3840672
23 3843344
24 3843964
25 3844756
26 3842276
27 3841856
28 3841484
29 3842740
30 3831380
31 3836552
32 3836892
33 3840536
34 3847928
35 3849120
36 3848268
37 3848424
38 3850176
39 3850516
40 3850500
41 3851664
42 3849060
43 3848840
44 3848888
45 3849012
46 3848812
47 3849384
48 3849384
49 3849788
50 3848920
51 3848624
52 3850932
53 3849664
54 3850532
55 3849928
56 3841880
57 3837944
58 3846376
59 3829744
60 3830208
61 3830256
62 3835892
63 3840628
64 3840752
65 3841172
66 3841296
67 3844720
68 3841200
69 3841992
70 3841916
71 3842216
72 3842316
73 3843888
74 3843764
75 3843468
76 3843220
77 3843840
78 3843640
79 3843872
80 3844196
81 3844140
82 3844436
83 3844560
84 3844016
85 3842312
86 3842312
87 3842652
88 3842388
89 3841940
90 3871548
91 3881316
92 3881160
93 3879300
94 3879548
95 3879500
96 3879252
97 3879424
98 3879284
99 3884212
