0 3899948
1 3902884
2 3903288
3 3905296
4 3903716
5 3904400
6 3906572
7 3909812
8 3912912
9 3920156
10 3928216
11 3943348
12 3947476
13 3953316
14 3904392
15 3895588
16 3895944
17 3899900
18 3902256
19 3904316
20 3905604
21 3906288
22 3876416
23 3878108
24 3862824
25 3841528
26 3841992
27 3842128
28 3842748
29 3843912
30 3848564
31 3869588
32 3866156
33 3850424
34 3853992
35 3878792
36 3889784
37 3902388
38 3904868
39 3902820
40 3903068
41 3866288
42 3866412
43 3866024
44 3866116
45 3865792
46 3865652
47 3866580
48 3855740
49 3861064
50 3855980
51 3855932
52 3856304
53 3855732
54 3855484
55 3854568
56 3856996
57 3857352
58 3861816
59 3855740
60 3851136
61 3854100
62 3816472
63 3815648
64 3815152
65 3816704
66 3816920
67 3818080
68 3824196
69 3839444
70 3843476
71 3854604
72 3858960
73 3844500
74 3844748
75 3844824
76 3844700
77 3847972
78 3848716
79 3849164
80 3858760
81 3858824
82 3858824
83 3858032
84 3858264
85 3858576
86 3858948
87 3859148
88 3859256
89 3861488
90 3869308
91 3868440
92 3869556
93 3869232
94 3869108
95 3872852
96 3873100
97 3872156
98 3871908
99 3872728
