0 3790832
1 3796356
2 3796604
3 3796708
4 3800372
5 3798932
6 3799676
7 3799752
8 3799736
9 3800544
10 3802404
11 3801736
12 3800000
13 3800420
14 3800544
15 3803316
16 3797892
17 3798700
18 3798312
19 3797768
20 3797644
21 3797832
22 3797816
23 3799024
24 3799628
25 3801040
26 3802652
27 3813020
28 3814632
29 3815160
30 3809488
31 3813796
32 3813796
33 3814060
34 3814060
35 3814012
36 3814012
37 3814200
38 3814308
39 3804588
40 3805580
41 3805628
42 3805380
43 3806452
44 3807320
45 3806608
46 3807864
47 3808064
48 3812156
49 3808360
50 3808220
51 3826896
52 3827888
53 3828060
54 3828656
55 3828540
56 3829500
57 3829300
58 3829052
59 3816992
60 3811148
61 3807584
62 3808496
63 3808412
64 3808388
65 3809228
66 3809352
67 3810948
68 3813892
69 3813288
70 3813568
71 3811676
72 3812016
73 3814372
74 3814792
75 3814248
76 3814000
77 3820744
78 3818604
79 3818928
80 3818896
81 3819440
82 3819316
83 3818744
84 3818900
85 3818700
86 3818452
87 3819520
88 3833904
89 3830108
90 3826264
91 3826092
92 3822744
93 3822544
94 3822544
95 3817924
96 3823488
97 3824404
98 3824900
99 3820016
