0 3874812
1 3877188
2 3877236
3 3875188
4 3873080
5 3873192
6 3873500
7 3873700
8 3873916
9 3873824
10 3873996
11 3873872
12 3856836
13 3847364
14 3844232
15 3829344
16 3829840
17 3832276
18 3834384
19 3834708
20 3834708
21 3834880
22 3835500
23 3838304
24 3836444
25 3840028
26 3840276
27 3840600
28 3840972
29 3841516
30 3846896
31 3846476
32 3846136
33 3846184
34 3846772
35 3847220
36 3847468
37 3847624
38 3847092
39 3839724
40 3847536
41 3841324
42 3841200
43 3841028
44 3841152
45 3841200
46 3841456
47 3841780
48 3843516
49 3845548
50 3842324
51 3842152
52 3842276
53 3842448
54 3842820
55 3842400
56 3842400
57 3842324
58 3842944
59 3842772
60 3842524
61 3843936
62 3843068
63 3843020
64 3837812
65 3838232
66 3836000
67 3840744
68 3842092
69 3845116
70 3847968
71 3850200
72 3851516
73 3868164
74 3871776
75 3880052
76 3883136
77 3894764
78 3880892
79 3875824
80 3883716
81 3883796
82 3882168
83 3881776
84 3881652
85 3882692
86 3883188
87 3887232
88 3886984
89 3887156
90 3887900
91 3864492
92 3869128
93 3858512
94 3858264
95 3862852
96 3861688
97 3861240
98 3860776
99 3860000
