0 3864240
1 3863424
2 3863052
3 3861296
4 3861172
5 3861660
6 3861964
7 3862536
8 3861916
9 3860552
10 3860476
11 3860552
12 3861900
13 3863932
14 3863808
15 3864108
16 3855388
17 3854940
18 3855644
19 3859064
20 3858924
21 3859344
22 3863808
23 3864752
24 3864504
25 3864428
26 3863612
27 3871620
28 3866312
29 3866452
30 3866328
31 3866652
32 3867396
33 3867396
34 3867428
35 3867148
36 3867024
37 3867072
38 3867196
39 3866900
40 3866776
41 3867072
42 3867072
43 3867272
44 3867272
45 3867056
46 3867320
47 3867892
48 3868884
49 3868668
50 3869056
51 3869364
52 3870076
53 3870420
54 3871164
55 3877688
56 3874092
57 3874140
58 3874140
59 3873968
60 3874092
61 3874016
62 3873892
63 3875084
64 3875828
65 3873892
66 3874016
67 3874044
68 3874216
69 3873504
70 3873768
71 3873844
72 3874092
73 3874512
74 3872588
75 3871780
76 3871920
77 3872400
78 3873084
79 3874928
80 3875020
81 3875052
82 3875020
83 3875268
84 3875020
85 3875392
86 3876556
87 3884600
88 3873904
89 3873580
90 3873192
91 3874152
92 3874276
93 3878168
94 3879020
95 3874400
96 3874632
97 3888816
98 3890924
99 3892256
